0.27103,0.7247
0.27156,0.72465
0.27255,0.72421
0.27317,0.7241
0.27311,0.72391
0.27301,0.72381
0.27287,0.72378
0.2727,0.72379
0.27199,0.72332
0.27174,0.72302
0.27163,0.72274
0.27157,0.72242
0.27185,0.72243
0.271,0.72102
0.27053,0.71987
0.26865,0.71746
0.26708,0.71499
0.26675,0.71429
0.26645,0.71383
0.26601,0.71347
0.26552,0.71271
0.2654,0.71241
0.26543,0.71217
0.26561,0.71176
0.26564,0.71151
0.26557,0.71128
0.26533,0.71103
0.26527,0.71082
0.26523,0.71037
0.26502,0.70972
0.26492,0.70925
0.26466,0.70844
0.26382,0.70744
0.26349,0.70683
0.2634,0.70646
0.26336,0.70606
0.26341,0.70389
0.26349,0.70352
0.26361,0.70321
0.26373,0.70304
0.26494,0.70235
0.26559,0.70223
0.26593,0.702
0.2662,0.70163
0.26636,0.70111
0.26607,0.70138
0.26591,0.70128
0.26579,0.70103
0.26564,0.70081
0.26567,0.70119
0.26557,0.70134
0.26538,0.70134
0.26517,0.70124
0.26527,0.70097
0.265,0.70053
0.2652,0.69985
0.26558,0.69938
0.26587,0.69959
0.26612,0.69946
0.26612,0.69931
0.2658,0.69926
0.26584,0.69894
0.2661,0.69857
0.26642,0.6984
0.26684,0.69836
0.26709,0.6982
0.26717,0.69788
0.26708,0.69735
0.26682,0.6975
0.26672,0.69732
0.26675,0.69705
0.26689,0.69691
0.26725,0.69695
0.2674,0.69687
0.26755,0.69659
0.2676,0.69624
0.26747,0.69617
0.26728,0.69626
0.26719,0.69638
0.26709,0.69634
0.26648,0.696
0.2666,0.69585
0.26644,0.69576
0.2664,0.69571
0.26648,0.69556
0.26648,0.6954
0.26607,0.69538
0.26576,0.69522
0.26549,0.69504
0.26522,0.69495
0.26485,0.69477
0.26456,0.69433
0.26368,0.69206
0.26366,0.69181
0.26344,0.69161
0.26353,0.69117
0.26384,0.69047
0.26415,0.68918
0.26414,0.6889
0.2638,0.68857
0.26344,0.68846
0.26308,0.68856
0.26276,0.68882
0.26251,0.68918
0.26238,0.68931
0.26217,0.68943
0.26192,0.68951
0.26176,0.68949
0.26169,0.68936
0.26149,0.6892
0.26105,0.6894
0.26038,0.68988
0.25974,0.69011
0.25913,0.69002
0.25797,0.68943
0.25789,0.68961
0.25785,0.68966
0.25763,0.68958
0.25734,0.68986
0.25629,0.69001
0.25607,0.6904
0.25585,0.69062
0.25482,0.69102
0.25451,0.69122
0.25422,0.69115
0.25285,0.69148
0.25265,0.69173
0.25123,0.69479
0.2508,0.6954
0.24921,0.69695
0.24799,0.69776
0.24655,0.69844
0.24589,0.69856
0.24393,0.6984
0.24378,0.69835
0.24345,0.69815
0.24327,0.69809
0.2425,0.69819
0.24143,0.69904
0.24076,0.69931
0.24001,0.69947
0.23939,0.69974
0.23882,0.70013
0.23734,0.70161
0.23683,0.70198
0.23622,0.70217
0.23542,0.7023
0.23479,0.70253
0.23425,0.70287
0.23339,0.70357
0.23265,0.70401
0.23233,0.70433
0.23216,0.70444
0.23194,0.70451
0.23174,0.70461
0.23131,0.70545
0.23121,0.70554
0.23083,0.70576
0.23063,0.70603
0.23049,0.70616
0.23029,0.70622
0.2302,0.70628
0.23002,0.7066
0.22993,0.70667
0.22779,0.70697
0.22753,0.70684
0.22735,0.7068
0.22719,0.7069
0.22707,0.7071
0.22697,0.70755
0.22689,0.70773
0.22644,0.70822
0.22589,0.70846
0.22449,0.70863
0.22307,0.70858
0.22162,0.70833
0.22095,0.70838
0.22054,0.70876
0.21982,0.70999
0.21952,0.7103
0.21927,0.71043
0.21858,0.71044
0.21827,0.7106
0.21797,0.71098
0.21772,0.71142
0.21756,0.71179
0.21748,0.71212
0.21745,0.71241
0.2174,0.71268
0.21726,0.71293
0.21705,0.71319
0.21689,0.7135
0.2169,0.71377
0.2172,0.71392
0.21722,0.71383
0.21748,0.71398
0.21756,0.71407
0.21752,0.71413
0.21765,0.71474
0.21768,0.71476
0.21778,0.71517
0.21779,0.71536
0.21776,0.71546
0.2176,0.71571
0.21756,0.71591
0.21754,0.71606
0.21755,0.71609
0.21759,0.71613
0.218,0.71697
0.21811,0.71756
0.21822,0.71792
0.21824,0.71824
0.21804,0.71846
0.21858,0.71868
0.21903,0.7192
0.2195,0.71958
0.22006,0.71937
0.22059,0.71975
0.22081,0.72002
0.2209,0.72037
0.221,0.72057
0.22124,0.72056
0.22152,0.72047
0.22174,0.72044
0.2221,0.72078
0.22208,0.72132
0.222,0.72188
0.22221,0.72226
0.22232,0.722
0.22252,0.72203
0.22272,0.722
0.22281,0.72159
0.22324,0.72058
0.22372,0.71972
0.2239,0.71954
0.2244,0.71929
0.2246,0.71913
0.22462,0.71893
0.22517,0.71861
0.22592,0.71872
0.22737,0.71937
0.22796,0.71984
0.22811,0.72001
0.22814,0.72011
0.22811,0.72024
0.22808,0.72051
0.22805,0.72072
0.22788,0.72093
0.22785,0.72113
0.22845,0.72167
0.22835,0.72186
0.22846,0.72205
0.22865,0.7222
0.22886,0.72226
0.22903,0.72222
0.22963,0.72197
0.23002,0.7219
0.23051,0.72189
0.23091,0.72208
0.23106,0.72258
0.23133,0.72248
0.23153,0.72254
0.23173,0.72266
0.23207,0.72274
0.23231,0.72286
0.23245,0.72288
0.23253,0.72282
0.23257,0.72268
0.23258,0.72253
0.23262,0.72243
0.23328,0.72197
0.23338,0.72182
0.23341,0.72111
0.23347,0.7209
0.23372,0.72027
0.23586,0.72044
0.23634,0.72007
0.23631,0.71969
0.23633,0.71948
0.23645,0.71923
0.23662,0.71908
0.23714,0.71885
0.23776,0.71832
0.23826,0.71801
0.23907,0.71785
0.23932,0.71772
0.23925,0.71766
0.23924,0.71763
0.2392,0.71756
0.23958,0.71757
0.24069,0.7174
0.24108,0.7175
0.24185,0.71792
0.24257,0.71809
0.24282,0.71827
0.24303,0.71847
0.24327,0.71863
0.24447,0.71884
0.2447,0.71908
0.24544,0.71866
0.2458,0.71852
0.2462,0.71846
